id,text,language,source
2150,O lo kọ́kọ́rọ́ ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
2151,Arábìnrin mi lo àkàrà ní òwúrọ̀.,Yoruba,AI-generated synthetic data
2152,Wọ́n ṣe àgbàdo ní kutukutu.,Yoruba,AI-generated synthetic data
2153,Báwo ni mo ṣe lè lọ síbẹ̀?,Yoruba,AI-generated synthetic data
2154,Nwanne nwanyị m wetara ekwentị n'ụtụtụ.,Igbo,AI-generated synthetic data
2155,Ọmọ náà lọ sí ilé ìwòsàn àná.,Yoruba,AI-generated synthetic data
2156,"In the morning, the researcher collected responses from several participants.",English,AI-generated synthetic data
2157,Àwọn ọmọ wà ní ọjà àná.,Yoruba,AI-generated synthetic data
2158,Ụmụaka ahụ na-arụ ọrụ n'ụlọ ahịa ụnyaahụ.,Igbo,AI-generated synthetic data
2159,Nwanne m wetara ekwentị echi.,Igbo,AI-generated synthetic data
2160,Nwa ahụ jiri ekwentị n'izu a.,Igbo,AI-generated synthetic data
2161,Likitan yana koyon shirin kasuwanci.,Hausa,AI-generated synthetic data
2162,Ẹyin mú àgbàdo ní kutukutu.,Yoruba,AI-generated synthetic data
2163,"Gobe, mun tsaftace bayanan kafin horar da samfurin.",Hausa,AI-generated synthetic data
2164,"Yesterday, we cleaned the dataset before training the classifier.",English,AI-generated synthetic data
2165,Mai shirye-shiryen yana koyon rahoton.,Hausa,AI-generated synthetic data
2166,The farmer is learning a mobile application.,English,AI-generated synthetic data
2167,The doctor is planning the business plan.,English,AI-generated synthetic data
2168,Nne bịara n'ụlọ ahịa n'oge.,Igbo,AI-generated synthetic data
2169,Mo ń lọ sí ọjà,Yoruba,AI-generated synthetic data
2170,Ị zụtara oche na ngwụcha izu.,Igbo,AI-generated synthetic data
2171,Nwa ahụ nọ n'ụlọ ọgwụ n'ehihie.,Igbo,AI-generated synthetic data
2172,Àwọn ọmọ ṣe ìwé ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
2173,Nwanne m na-arụ ọrụ n'ụlọ ọgwụ taa.,Igbo,AI-generated synthetic data
2174,Likitan yana bitar samfurin koyon na'ura.,Hausa,AI-generated synthetic data
2175,Báwo ni?,Yoruba,AI-generated synthetic data
2176,"In the afternoon, the meeting was longer than expected.",English,AI-generated synthetic data
2177,My brother is reviewing the meeting notes.,English,AI-generated synthetic data
2178,Direban yana tattauna kayan horo.,Hausa,AI-generated synthetic data
2179,My brother is preparing the training materials.,English,AI-generated synthetic data
2180,Ó ṣe àpò lónìí.,Yoruba,AI-generated synthetic data
2181,The engineer is building the meeting notes.,English,AI-generated synthetic data
2182,Ụmụaka ahụ nwere ọka n'ehihie.,Igbo,AI-generated synthetic data
2183,Injiniyan yana tattauna shirin kasuwanci.,Hausa,AI-generated synthetic data
2184,Baba ń ṣiṣẹ́ ní ilé ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
2185,The manager is learning the patient record.,English,AI-generated synthetic data
2186,"In the evening, the programmer fixed the error in the Python script.",English,AI-generated synthetic data
2187,Dalibin yana bitar bayanan mara lafiya.,Hausa,AI-generated synthetic data
2188,Tawagar mu yana koyon kayan horo.,Hausa,AI-generated synthetic data
2189,Ọ mere osikapa n'ehihie.,Igbo,AI-generated synthetic data
2190,Baba fẹ́ ẹran ní òru.,Yoruba,AI-generated synthetic data
2191,"Yesterday, the teacher explained the lesson with a practical example.",English,AI-generated synthetic data
2192,Nwa akwụkwọ ahụ nọ n'ụlọ enyi m n'isi ụtụtụ.,Igbo,AI-generated synthetic data
2193,Nwa akwụkwọ ahụ chọrọ azụ n'oge.,Igbo,AI-generated synthetic data
2194,Malamin yana gyara kayan aikin gona.,Hausa,AI-generated synthetic data
2195,Awa ní ọ̀gẹ̀dẹ̀ ní òwúrọ̀.,Yoruba,AI-generated synthetic data
2196,"Tomorrow, how can we improve the system?",English,AI-generated synthetic data
2197,Kedu ka ị dị?,Igbo,AI-generated synthetic data
2198,My friend is building the report.,English,AI-generated synthetic data
2199,Nwanne nwanyị m hụrụ igwefoto n'isi ụtụtụ.,Igbo,AI-generated synthetic data
2200,Ọkùnrin náà wà ní pápá àná.,Yoruba,AI-generated synthetic data
2201,The doctor is planning the patient record.,English,AI-generated synthetic data
2202,Our community is planning the report.,English,AI-generated synthetic data
2203,Ẹyin ní ẹ̀wà ní kutukutu.,Yoruba,AI-generated synthetic data
2204,Obìnrin náà ṣe oúnjẹ ọ̀la.,Yoruba,AI-generated synthetic data
2205,Tawagar mu yana koyon bayanan mara lafiya.,Hausa,AI-generated synthetic data
2206,Awa fẹ́ ọ̀gẹ̀dẹ̀ ní ọ̀sán.,Yoruba,AI-generated synthetic data
2207,The nurse is organizing the business plan.,English,AI-generated synthetic data
2208,Nwa akwụkwọ ahụ na-arụ ọrụ n'chọọchị taa.,Igbo,AI-generated synthetic data
2209,"Gobe, ina zan sayi sabbin kayan lambu?",Hausa,AI-generated synthetic data
2210,My friend is building the delivery schedule.,English,AI-generated synthetic data
2211,"In the morning, please send the document before noon.",English,AI-generated synthetic data
2212,Ó ń rìn ní ilé ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
2213,Our team is reviewing the patient record.,English,AI-generated synthetic data
2214,Mama ń ṣiṣẹ́ ní ọgbà ní alẹ́.,Yoruba,AI-generated synthetic data
2215,The engineer is building a mobile application.,English,AI-generated synthetic data
2216,Àwọn ará wa mú tábìlì ọ̀la.,Yoruba,AI-generated synthetic data
2217,Baba lọ sí pápá ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
2218,Enyi m chọrọ osikapa n'ehihie.,Igbo,AI-generated synthetic data
2219,"Gobe, mai bincike ya tattara amsoshi daga mahalarta da dama.",Hausa,AI-generated synthetic data
2220,Dan uwana yana bitar jadawalin makaranta.,Hausa,AI-generated synthetic data
2221,Àwọn ọmọ fẹ́ omi ní ọ̀sán.,Yoruba,AI-generated synthetic data
2222,Arábìnrin mi ní ẹran ní òwúrọ̀.,Yoruba,AI-generated synthetic data
2223,Ẹyin ní àga lónìí.,Yoruba,AI-generated synthetic data
2224,Likitan yana duba shirin kasuwanci.,Hausa,AI-generated synthetic data
2225,Aládùúgbò wa lọ sí ilé lónìí.,Yoruba,AI-generated synthetic data
2226,Nwoke ahụ na-amụ ihe n'ọgbọ egwuregwu n'izu a.,Igbo,AI-generated synthetic data
2227,Dalibin yana tattauna jerin kaya.,Hausa,AI-generated synthetic data
2228,Nwa akwụkwọ ahụ bịara n'okporo ụzọ ụnyaahụ.,Igbo,AI-generated synthetic data
2229,Ẹyin ń rìn ní ilé ìwòsàn ní kutukutu.,Yoruba,AI-generated synthetic data
2230,"At work, the food at the restaurant was delicious.",English,AI-generated synthetic data
2231,Ị na-arụ ọrụ n'ụlọ enyi m echi.,Igbo,AI-generated synthetic data
2232,"Bayan cin abinci, barka da safiya, ina fatan kana cikin koshin lafiya.",Hausa,AI-generated synthetic data
2233,Arábìnrin mi ń rìn ní ilé ní alẹ́.,Yoruba,AI-generated synthetic data
2234,Nwoke ahụ na-aga n'ụlọ enyi m n'izu a.,Igbo,AI-generated synthetic data
2235,Kí ni orúkọ rẹ?,Yoruba,AI-generated synthetic data
2236,"Yau, dalibi ya aro littafi daga dakin karatu.",Hausa,AI-generated synthetic data
2237,"A gida, mun isa lafiya bayan doguwar tafiya.",Hausa,AI-generated synthetic data
2238,O ṣe ẹja lónìí.,Yoruba,AI-generated synthetic data
2239,Ọ bụ ụbọchị ọma,Igbo,AI-generated synthetic data
2240,A researcher is checking the network connection.,English,AI-generated synthetic data
2241,"Yesterday, i will call you when I arrive.",English,AI-generated synthetic data
2242,Wọ́n ṣe ọ̀gẹ̀dẹ̀ lónìí.,Yoruba,AI-generated synthetic data
2243,Nwanyị ahụ bịara n'ụlọ akwụkwọ n'oge.,Igbo,AI-generated synthetic data
2244,A researcher is repairing the patient record.,English,AI-generated synthetic data
2245,"A wurin aiki, makaniki ya sauya bangaren da ya lalace.",Hausa,AI-generated synthetic data
2246,Nwanne nwanyị m na-aga n'ụlọ ekpere n'ụtụtụ.,Igbo,AI-generated synthetic data
2247,"During the meeting, the community organized a clean-up exercise on Saturday.",English,AI-generated synthetic data
2248,"Da yamma, na tafi kasuwa da safe.",Hausa,AI-generated synthetic data
2249,Our team is learning the inventory list.,English,AI-generated synthetic data
2250,Mai binciken yana tsara takardar bincike.,Hausa,AI-generated synthetic data
2251,Onye nkụzi ahụ na-aga n'ọfịs n'isi ụtụtụ.,Igbo,AI-generated synthetic data
2252,Àwọn ọmọ ṣe ẹja ní alẹ́.,Yoruba,AI-generated synthetic data
2253,The driver is checking the delivery schedule.,English,AI-generated synthetic data
2254,"After lunch, can you help me with this problem?",English,AI-generated synthetic data
2255,Malamin yana gina rahoton.,Hausa,AI-generated synthetic data
2256,"Today, i am going to the market this morning.",English,AI-generated synthetic data
2257,Manajan yana shirya rahoton.,Hausa,AI-generated synthetic data
2258,Ana m aga ahịa,Igbo,AI-generated synthetic data
2259,Ha nwere agwa n'izu a.,Igbo,AI-generated synthetic data
2260,Nne wetara akwụkwọ nri n'abalị.,Igbo,AI-generated synthetic data
2261,Nna wetara agwa n'oge.,Igbo,AI-generated synthetic data
2262,Nwanyị ahụ hụrụ azụ n'izu a.,Igbo,AI-generated synthetic data
2263,Dan uwana yana karatu samfurin koyon na'ura.,Hausa,AI-generated synthetic data
2264,Ị nọ n'okporo ụzọ n'abalị.,Igbo,AI-generated synthetic data
2265,Dan uwana yana tattauna bayanan mara lafiya.,Hausa,AI-generated synthetic data
2266,The doctor is planning a research proposal.,English,AI-generated synthetic data
2267,Our team is planning a new project.,English,AI-generated synthetic data
2268,The student is repairing the network connection.,English,AI-generated synthetic data
2269,Nwanyị ahụ nọ n'ọbá akwụkwọ echi.,Igbo,AI-generated synthetic data
2270,The developer is preparing a research proposal.,English,AI-generated synthetic data
2271,Baba lọ sí ọ́fíìsì ní òru.,Yoruba,AI-generated synthetic data
2272,Ha zụtara kọmputa n'isi ụtụtụ.,Igbo,AI-generated synthetic data
2273,"Da rana, yaran suna wasa a wajen gida.",Hausa,AI-generated synthetic data
2274,Al'ummar yana gina jadawalin makaranta.,Hausa,AI-generated synthetic data
2275,Dókítà náà ṣe kámẹ́rà ní kutukutu.,Yoruba,AI-generated synthetic data
2276,"Bayan cin abinci, don Allah ka duba bayanan kafin ka aika da fom.",Hausa,AI-generated synthetic data
2277,Nibo ni ìwé náà wà?,Yoruba,AI-generated synthetic data
2278,Nwa ahụ bịara n'okporo ụzọ n'ehihie.,Igbo,AI-generated synthetic data
2279,Unu zụtara oche n'ụtụtụ.,Igbo,AI-generated synthetic data
2280,Mo rí ìrẹsì ní alẹ́.,Yoruba,AI-generated synthetic data
2281,Obìnrin náà fẹ́ àpò ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
2282,"Bayan cin abinci, al'umma ta shirya aikin tsaftace muhalli ranar Asabar.",Hausa,AI-generated synthetic data
2283,"Da rana, kowa ya kamata ya bi umarnin tsaro.",Hausa,AI-generated synthetic data
2284,Ó fẹ́ ọ̀gẹ̀dẹ̀ ní òwúrọ̀.,Yoruba,AI-generated synthetic data
2285,Báwo ni ọjọ́ rẹ ṣe rí?,Yoruba,AI-generated synthetic data
2286,Nwanne m chọrọ anụ ụnyaahụ.,Igbo,AI-generated synthetic data
2287,Enyi m na-aga n'ogige n'ehihie.,Igbo,AI-generated synthetic data
2288,"At home, please keep the equipment in a safe place.",English,AI-generated synthetic data
2289,Mama ń rìn ní ọgbà ẹ̀kọ́ ní òwúrọ̀.,Yoruba,AI-generated synthetic data
2290,Onye agbata obi anyị chọrọ tebụl ụnyaahụ.,Igbo,AI-generated synthetic data
2291,Nna hụrụ agwa n'izu a.,Igbo,AI-generated synthetic data
2292,Àwọn ọmọ rí tábìlì àná.,Yoruba,AI-generated synthetic data
2293,Manajan yana gina kayan horo.,Hausa,AI-generated synthetic data
2294,The farmer is building a new project.,English,AI-generated synthetic data
2295,Arákùnrin mi lọ sí òpópónà ọ̀la.,Yoruba,AI-generated synthetic data
2296,Ọ̀rẹ́ mi ń kọ́ ẹ̀kọ́ ní òpópónà ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
2297,Arákùnrin mi dé sí ọ́fíìsì ní ọ̀sán.,Yoruba,AI-generated synthetic data
2298,Nna na-arụ ọrụ n'ụlọ ụnyaahụ.,Igbo,AI-generated synthetic data
2299,Aládùúgbò wa fẹ́ tábìlì lónìí.,Yoruba,AI-generated synthetic data
2300,My brother is discussing the patient record.,English,AI-generated synthetic data
2301,Nwa akwụkwọ ahụ na-amụ ihe n'ụlọ akwụkwọ n'izu a.,Igbo,AI-generated synthetic data
2302,Obìnrin náà ń kọ́ ẹ̀kọ́ ní ilé ẹ̀kọ́ ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
2303,Nwa akwụkwọ ahụ bịara n'chọọchị n'ehihie.,Igbo,AI-generated synthetic data
2304,Mai shirye-shiryen yana bitar shirin kasuwanci.,Hausa,AI-generated synthetic data
2305,Anyị jiri akpụkpọ ụkwụ n'ehihie.,Igbo,AI-generated synthetic data
2306,Manajan yana gina hanyar sadarwa.,Hausa,AI-generated synthetic data
2307,"A gida, manomi ya shuka masara kafin lokacin damina ya fara.",Hausa,AI-generated synthetic data
2308,Jọ̀wọ́,Yoruba,AI-generated synthetic data
2309,"After lunch, the community organized a clean-up exercise on Saturday.",English,AI-generated synthetic data
2310,The student is repairing the business plan.,English,AI-generated synthetic data
2311,Mai binciken yana gyara rahoton.,Hausa,AI-generated synthetic data
2312,Injiniyan yana tsara hanyar sadarwa.,Hausa,AI-generated synthetic data
2313,The farmer is building the school timetable.,English,AI-generated synthetic data
2314,Nnọọ,Igbo,AI-generated synthetic data
2315,The engineer is discussing the report.,English,AI-generated synthetic data
2316,The manager is discussing the network connection.,English,AI-generated synthetic data
2317,"At work, i have not received the message yet.",English,AI-generated synthetic data
2318,A researcher is preparing a new project.,English,AI-generated synthetic data
2319,Dọkịta ahụ bịara n'ogige ụnyaahụ.,Igbo,AI-generated synthetic data
2320,"A wurin aiki, mai shago ya bude shagon da wuri.",Hausa,AI-generated synthetic data
2321,"Da safe, muna bukatar karin bayani kafin mu yanke hukunci.",Hausa,AI-generated synthetic data
2322,Nwanne nwanyị m na-aga n'ụlọ ọgwụ n'abalị.,Igbo,AI-generated synthetic data
2323,Àwọn ọmọ fẹ́ kọ́kọ́rọ́ ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
2324,Nwoke ahụ mere uwe n'abalị.,Igbo,AI-generated synthetic data
2325,Mo ń rìn ní ọ́fíìsì ní alẹ́.,Yoruba,AI-generated synthetic data
2326,Our team is building the report.,English,AI-generated synthetic data
2327,"Bayan cin abinci, tawagar ta kammala aikin akan lokaci.",Hausa,AI-generated synthetic data
2328,The nurse is building the delivery schedule.,English,AI-generated synthetic data
2329,The driver is discussing a research proposal.,English,AI-generated synthetic data
2330,Dan uwana yana tattauna kayan horo.,Hausa,AI-generated synthetic data
2331,Ọmọ náà ń ṣiṣẹ́ ní ọjà ní ọ̀sán.,Yoruba,AI-generated synthetic data
2332,Our community is studying the meeting notes.,English,AI-generated synthetic data
2333,My brother is checking the network connection.,English,AI-generated synthetic data
2334,"Da yamma, karfe nawa motar bas za ta tashi?",Hausa,AI-generated synthetic data
2335,Malamin yana duba jerin kaya.,Hausa,AI-generated synthetic data
2336,Kò sí ìṣòro,Yoruba,AI-generated synthetic data
2337,Onye agbata obi anyị mere ji na ngwụcha izu.,Igbo,AI-generated synthetic data
2338,My friend is reviewing a new project.,English,AI-generated synthetic data
2339,Mo ń rìn ní mọ́sáláṣí ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
2340,Abokina yana gyara manhajar waya.,Hausa,AI-generated synthetic data
2341,Direban yana bitar kwamfutar.,Hausa,AI-generated synthetic data
2342,Direban yana duba kayan horo.,Hausa,AI-generated synthetic data
2343,Abokina yana koyon hanyar sadarwa.,Hausa,AI-generated synthetic data
2344,"In the evening, the passengers waited patiently at the terminal.",English,AI-generated synthetic data
2345,Aládùúgbò wa dé sí ilé ìtajà ní òwúrọ̀.,Yoruba,AI-generated synthetic data
2346,My brother is discussing a new project.,English,AI-generated synthetic data
2347,Onye nkụzi ahụ na-eje ije n'ọfịs n'isi ụtụtụ.,Igbo,AI-generated synthetic data
2348,Malamin yana duba sabon aiki.,Hausa,AI-generated synthetic data
2349,Onye nkụzi ahụ mere mmiri n'isi ụtụtụ.,Igbo,AI-generated synthetic data
2350,Akẹ́kọ̀ọ́ náà lọ sí pápá ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
2351,Baba fẹ́ kọ̀ǹpútà ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
2352,Our community is checking the training materials.,English,AI-generated synthetic data
2353,Mo lo àpò lónìí.,Yoruba,AI-generated synthetic data
2354,The engineer is organizing a new project.,English,AI-generated synthetic data
2355,Unu chọrọ oche ụnyaahụ.,Igbo,AI-generated synthetic data
2356,Enyi m mere ekwentị na ngwụcha izu.,Igbo,AI-generated synthetic data
